record_id,student_id,semester,subject_code,subject_name,credits,marks_obtained,total_marks,pass_fail
120321,S04960,6,AI604,Edge AI,3,64,100,Pass
120322,S04960,6,AI605,Elective I,3,82,100,Pass
120323,S04961,1,EC101,Engineering Maths I,4,85,100,Pass
120324,S04961,1,EC102,Engineering Physics,3,78,100,Pass
120325,S04961,1,EC103,Basic Electrical Engg,3,15,100,F
120326,S04961,1,EC104,Engineering Drawing,2,70,100,Pass
120327,S04961,1,EC105,Environmental Science,2,69,100,Pass
120328,S04961,2,EC201,Engineering Maths II,4,29,100,F
120329,S04961,2,EC202,Circuit Theory,4,41,100,Pass
120330,S04961,2,EC203,Electronic Devices,3,52,100,Pass
120331,S04961,2,EC204,Professional Communication,2,69,100,Pass
120332,S04961,2,EC205,Constitution of India,2,66,100,Pass
120333,S04961,3,EC301,Signals & Systems,4,41,100,Pass
120334,S04961,3,EC302,Analog Electronics,3,72,100,Pass
120335,S04961,3,EC303,Digital Electronics,3,45,100,Pass
120336,S04961,3,EC304,Electromagnetic Theory,4,43,100,Pass
120337,S04961,3,EC305,Network Analysis,3,43,100,Pass
120338,S04961,4,EC401,Communication Theory,4,40,100,Pass
120339,S04961,4,EC402,Microprocessors & Microcontrollers,4,29,100,F
120340,S04961,4,EC403,Digital Signal Processing,4,57,100,Pass
120341,S04961,4,EC404,Linear Integrated Circuits,3,54,100,Pass
120342,S04961,4,EC405,Control Systems,3,66,100,Pass
120343,S04961,5,EC501,VLSI Design,4,58,100,Pass
120344,S04961,5,EC502,Digital Communication,3,62,100,Pass
120345,S04961,5,EC503,Wireless Communication,3,58,100,Pass
120346,S04961,5,EC504,Embedded Systems,3,59,100,Pass
120347,S04961,5,EC505,Professional Ethics,2,68,100,Pass
120348,S04961,6,EC601,RF & Microwave Engg,4,55,100,Pass
120349,S04961,6,EC602,Antenna Theory,3,25,100,F
120350,S04961,6,EC603,Optical Communication,3,64,100,Pass
120351,S04961,6,EC604,IoT & Sensors,3,79,100,Pass
120352,S04961,6,EC605,Elective I,3,56,100,Pass
120353,S04962,1,AI101,Engineering Maths I,4,40,100,Pass
120354,S04962,1,AI102,Statistics & Probability,3,85,100,Pass
120355,S04962,1,AI103,Python Programming,3,63,100,Pass
120356,S04962,1,AI104,Engineering Drawing,2,86,100,Pass
120357,S04962,1,AI105,Environmental Science,2,81,100,Pass
120358,S04962,2,AI201,Engineering Maths II,4,61,100,Pass
120359,S04962,2,AI202,Linear Algebra,4,87,100,Pass
120360,S04962,2,AI203,Data Structures,3,83,100,Pass
120361,S04962,2,AI204,Professional Communication,2,85,100,Pass
120362,S04962,2,AI205,Constitution of India,2,58,100,Pass
120363,S04963,1,EC101,Engineering Maths I,4,79,100,Pass
120364,S04963,1,EC102,Engineering Physics,3,64,100,Pass
120365,S04963,1,EC103,Basic Electrical Engg,3,87,100,Pass
120366,S04963,1,EC104,Engineering Drawing,2,88,100,Pass
120367,S04963,1,EC105,Environmental Science,2,73,100,Pass
120368,S04963,2,EC201,Engineering Maths II,4,55,100,Pass
120369,S04963,2,EC202,Circuit Theory,4,61,100,Pass
120370,S04963,2,EC203,Electronic Devices,3,72,100,Pass
120371,S04963,2,EC204,Professional Communication,2,78,100,Pass
120372,S04963,2,EC205,Constitution of India,2,93,100,Pass
120373,S04963,3,EC301,Signals & Systems,4,60,100,Pass
120374,S04963,3,EC302,Analog Electronics,3,84,100,Pass
120375,S04963,3,EC303,Digital Electronics,3,65,100,Pass
120376,S04963,3,EC304,Electromagnetic Theory,4,55,100,Pass
120377,S04963,3,EC305,Network Analysis,3,65,100,Pass
120378,S04963,4,EC401,Communication Theory,4,40,100,Pass
120379,S04963,4,EC402,Microprocessors & Microcontrollers,4,69,100,Pass
120380,S04963,4,EC403,Digital Signal Processing,4,36,100,F
120381,S04963,4,EC404,Linear Integrated Circuits,3,83,100,Pass
120382,S04963,4,EC405,Control Systems,3,46,100,Pass
120383,S04963,5,EC501,VLSI Design,4,56,100,Pass
120384,S04963,5,EC502,Digital Communication,3,64,100,Pass
120385,S04963,5,EC503,Wireless Communication,3,65,100,Pass
120386,S04963,5,EC504,Embedded Systems,3,56,100,Pass
120387,S04963,5,EC505,Professional Ethics,2,87,100,Pass
120388,S04964,1,CS101,Engineering Maths I,4,65,100,Pass
120389,S04964,1,CS102,Engineering Physics,3,58,100,Pass
120390,S04964,1,CS103,C Programming,3,52,100,Pass
120391,S04964,1,CS104,Engineering Drawing,2,68,100,Pass
120392,S04964,1,CS105,Environmental Science,2,67,100,Pass
120393,S04964,2,CS201,Engineering Maths II,4,57,100,Pass
120394,S04964,2,CS202,Data Structures,4,73,100,Pass
120395,S04964,2,CS203,Digital Electronics,3,66,100,Pass
120396,S04964,2,CS204,Professional Communication,2,79,100,Pass
120397,S04964,2,CS205,Constitution of India,2,90,100,Pass
120398,S04964,3,CS301,DBMS,4,89,100,Pass
120399,S04964,3,CS302,OOP with Java,3,62,100,Pass
120400,S04964,3,CS303,Computer Organization,3,58,100,Pass
120401,S04964,3,CS304,Discrete Mathematics,4,84,100,Pass
120402,S04964,3,CS305,Software Engineering,3,86,100,Pass
120403,S04964,4,CS401,Operating Systems,4,92,100,Pass
120404,S04964,4,CS402,Computer Networks,4,29,100,F
120405,S04964,4,CS403,Design & Analysis of Algorithms,4,57,100,Pass
120406,S04964,4,CS404,Microprocessors,3,70,100,Pass
120407,S04964,4,CS405,Web Technologies,3,87,100,Pass
120408,S04965,1,EC101,Engineering Maths I,4,47,100,Pass
120409,S04965,1,EC102,Engineering Physics,3,80,100,Pass
120410,S04965,1,EC103,Basic Electrical Engg,3,82,100,Pass
120411,S04965,1,EC104,Engineering Drawing,2,68,100,Pass
120412,S04965,1,EC105,Environmental Science,2,79,100,Pass
120413,S04965,2,EC201,Engineering Maths II,4,61,100,Pass
120414,S04965,2,EC202,Circuit Theory,4,50,100,Pass
120415,S04965,2,EC203,Electronic Devices,3,42,100,Pass
120416,S04965,2,EC204,Professional Communication,2,87,100,Pass
120417,S04965,2,EC205,Constitution of India,2,24,100,F
120418,S04966,1,ME101,Engineering Maths I,4,61,100,Pass
120419,S04966,1,ME102,Engineering Physics,3,83,100,Pass
120420,S04966,1,ME103,Engineering Mechanics,4,80,100,Pass
120421,S04966,1,ME104,Engineering Drawing,2,73,100,Pass
120422,S04966,1,ME105,Environmental Science,2,27,100,F
120423,S04966,2,ME201,Engineering Maths II,4,74,100,Pass
120424,S04966,2,ME202,Thermodynamics,4,79,100,Pass
120425,S04966,2,ME203,Material Science,3,70,100,Pass
120426,S04966,2,ME204,Professional Communication,2,75,100,Pass
120427,S04966,2,ME205,Constitution of India,2,69,100,Pass
120428,S04966,3,ME301,Fluid Mechanics,4,59,100,Pass
120429,S04966,3,ME302,Manufacturing Processes,3,68,100,Pass
120430,S04966,3,ME303,Strength of Materials,4,63,100,Pass
120431,S04966,3,ME304,Kinematics of Machinery,3,52,100,Pass
120432,S04966,3,ME305,Metrology & Measurements,3,84,100,Pass
120433,S04966,4,ME401,Heat Transfer,4,76,100,Pass
120434,S04966,4,ME402,Machine Design I,4,89,100,Pass
120435,S04966,4,ME403,Dynamics of Machinery,3,32,100,F
120436,S04966,4,ME404,Applied Thermodynamics,3,74,100,Pass
120437,S04966,4,ME405,Manufacturing Technology,3,55,100,Pass
120438,S04967,1,AI101,Engineering Maths I,4,51,100,Pass
120439,S04967,1,AI102,Statistics & Probability,3,69,100,Pass
120440,S04967,1,AI103,Python Programming,3,65,100,Pass
120441,S04967,1,AI104,Engineering Drawing,2,85,100,Pass
120442,S04967,1,AI105,Environmental Science,2,81,100,Pass
120443,S04967,2,AI201,Engineering Maths II,4,50,100,Pass
120444,S04967,2,AI202,Linear Algebra,4,82,100,Pass
120445,S04967,2,AI203,Data Structures,3,63,100,Pass
120446,S04967,2,AI204,Professional Communication,2,74,100,Pass
120447,S04967,2,AI205,Constitution of India,2,22,100,F
120448,S04968,1,CS101,Engineering Maths I,4,45,100,Pass
120449,S04968,1,CS102,Engineering Physics,3,79,100,Pass
120450,S04968,1,CS103,C Programming,3,54,100,Pass
120451,S04968,1,CS104,Engineering Drawing,2,88,100,Pass
120452,S04968,1,CS105,Environmental Science,2,81,100,Pass
120453,S04968,2,CS201,Engineering Maths II,4,40,100,Pass
120454,S04968,2,CS202,Data Structures,4,71,100,Pass
120455,S04968,2,CS203,Digital Electronics,3,68,100,Pass
120456,S04968,2,CS204,Professional Communication,2,88,100,Pass
120457,S04968,2,CS205,Constitution of India,2,84,100,Pass
120458,S04968,3,CS301,DBMS,4,62,100,Pass
120459,S04968,3,CS302,OOP with Java,3,58,100,Pass
120460,S04968,3,CS303,Computer Organization,3,43,100,Pass
120461,S04968,3,CS304,Discrete Mathematics,4,67,100,Pass
120462,S04968,3,CS305,Software Engineering,3,55,100,Pass
120463,S04968,4,CS401,Operating Systems,4,72,100,Pass
120464,S04968,4,CS402,Computer Networks,4,83,100,Pass
120465,S04968,4,CS403,Design & Analysis of Algorithms,4,31,100,F
120466,S04968,4,CS404,Microprocessors,3,49,100,Pass
120467,S04968,4,CS405,Web Technologies,3,53,100,Pass
120468,S04968,5,CS501,Compiler Design,4,30,100,F
120469,S04968,5,CS502,Artificial Intelligence,3,67,100,Pass
120470,S04968,5,CS503,Information Security,3,74,100,Pass
120471,S04968,5,CS504,Cloud Computing,3,73,100,Pass
120472,S04968,5,CS505,Professional Ethics,2,58,100,Pass
120473,S04968,6,CS601,Machine Learning,4,52,100,Pass
120474,S04968,6,CS602,Big Data Analytics,3,63,100,Pass
120475,S04968,6,CS603,Distributed Systems,3,65,100,Pass
120476,S04968,6,CS604,Mobile Computing,3,77,100,Pass
120477,S04968,6,CS605,Elective I,3,54,100,Pass
120478,S04969,1,EC101,Engineering Maths I,4,31,100,F
120479,S04969,1,EC102,Engineering Physics,3,70,100,Pass
120480,S04969,1,EC103,Basic Electrical Engg,3,89,100,Pass
120481,S04969,1,EC104,Engineering Drawing,2,89,100,Pass
120482,S04969,1,EC105,Environmental Science,2,88,100,Pass
120483,S04969,2,EC201,Engineering Maths II,4,85,100,Pass
120484,S04969,2,EC202,Circuit Theory,4,85,100,Pass
120485,S04969,2,EC203,Electronic Devices,3,70,100,Pass
120486,S04969,2,EC204,Professional Communication,2,99,100,Pass
120487,S04969,2,EC205,Constitution of India,2,91,100,Pass
120488,S04969,3,EC301,Signals & Systems,4,22,100,F
120489,S04969,3,EC302,Analog Electronics,3,86,100,Pass
120490,S04969,3,EC303,Digital Electronics,3,79,100,Pass
120491,S04969,3,EC304,Electromagnetic Theory,4,61,100,Pass
120492,S04969,3,EC305,Network Analysis,3,73,100,Pass
120493,S04969,4,EC401,Communication Theory,4,97,100,Pass
120494,S04969,4,EC402,Microprocessors & Microcontrollers,4,84,100,Pass
120495,S04969,4,EC403,Digital Signal Processing,4,84,100,Pass
120496,S04969,4,EC404,Linear Integrated Circuits,3,79,100,Pass
120497,S04969,4,EC405,Control Systems,3,50,100,Pass
120498,S04970,1,CS101,Engineering Maths I,4,62,100,Pass
120499,S04970,1,CS102,Engineering Physics,3,63,100,Pass
120500,S04970,1,CS103,C Programming,3,81,100,Pass
120501,S04970,1,CS104,Engineering Drawing,2,98,100,Pass
120502,S04970,1,CS105,Environmental Science,2,87,100,Pass
120503,S04970,2,CS201,Engineering Maths II,4,74,100,Pass
120504,S04970,2,CS202,Data Structures,4,56,100,Pass
120505,S04970,2,CS203,Digital Electronics,3,84,100,Pass
120506,S04970,2,CS204,Professional Communication,2,76,100,Pass
120507,S04970,2,CS205,Constitution of India,2,68,100,Pass
120508,S04971,1,EC101,Engineering Maths I,4,80,100,Pass
120509,S04971,1,EC102,Engineering Physics,3,83,100,Pass
120510,S04971,1,EC103,Basic Electrical Engg,3,94,100,Pass
120511,S04971,1,EC104,Engineering Drawing,2,79,100,Pass
120512,S04971,1,EC105,Environmental Science,2,92,100,Pass
120513,S04971,2,EC201,Engineering Maths II,4,63,100,Pass
120514,S04971,2,EC202,Circuit Theory,4,85,100,Pass
120515,S04971,2,EC203,Electronic Devices,3,84,100,Pass
120516,S04971,2,EC204,Professional Communication,2,95,100,Pass
120517,S04971,2,EC205,Constitution of India,2,85,100,Pass
120518,S04971,3,EC301,Signals & Systems,4,87,100,Pass
120519,S04971,3,EC302,Analog Electronics,3,92,100,Pass
120520,S04971,3,EC303,Digital Electronics,3,82,100,Pass
120521,S04971,3,EC304,Electromagnetic Theory,4,56,100,Pass
120522,S04971,3,EC305,Network Analysis,3,40,100,Pass
120523,S04971,4,EC401,Communication Theory,4,51,100,Pass
120524,S04971,4,EC402,Microprocessors & Microcontrollers,4,79,100,Pass
120525,S04971,4,EC403,Digital Signal Processing,4,73,100,Pass
120526,S04971,4,EC404,Linear Integrated Circuits,3,61,100,Pass
120527,S04971,4,EC405,Control Systems,3,93,100,Pass
120528,S04971,5,EC501,VLSI Design,4,58,100,Pass
120529,S04971,5,EC502,Digital Communication,3,62,100,Pass
120530,S04971,5,EC503,Wireless Communication,3,69,100,Pass
120531,S04971,5,EC504,Embedded Systems,3,62,100,Pass
120532,S04971,5,EC505,Professional Ethics,2,89,100,Pass
120533,S04972,1,ME101,Engineering Maths I,4,59,100,Pass
120534,S04972,1,ME102,Engineering Physics,3,60,100,Pass
120535,S04972,1,ME103,Engineering Mechanics,4,83,100,Pass
120536,S04972,1,ME104,Engineering Drawing,2,96,100,Pass
120537,S04972,1,ME105,Environmental Science,2,92,100,Pass
120538,S04972,2,ME201,Engineering Maths II,4,59,100,Pass
120539,S04972,2,ME202,Thermodynamics,4,54,100,Pass
120540,S04972,2,ME203,Material Science,3,76,100,Pass
120541,S04972,2,ME204,Professional Communication,2,79,100,Pass
120542,S04972,2,ME205,Constitution of India,2,18,100,F
120543,S04973,1,AI101,Engineering Maths I,4,32,100,F
120544,S04973,1,AI102,Statistics & Probability,3,26,100,F
120545,S04973,1,AI103,Python Programming,3,56,100,Pass
120546,S04973,1,AI104,Engineering Drawing,2,88,100,Pass
120547,S04973,1,AI105,Environmental Science,2,79,100,Pass
120548,S04973,2,AI201,Engineering Maths II,4,37,100,F
120549,S04973,2,AI202,Linear Algebra,4,64,100,Pass
120550,S04973,2,AI203,Data Structures,3,67,100,Pass
120551,S04973,2,AI204,Professional Communication,2,77,100,Pass
120552,S04973,2,AI205,Constitution of India,2,75,100,Pass
120553,S04973,3,AI301,DBMS,4,84,100,Pass
120554,S04973,3,AI302,OOP with Python,3,68,100,Pass
120555,S04973,3,AI303,Probability & Random Processes,4,81,100,Pass
120556,S04973,3,AI304,Computer Vision Basics,3,83,100,Pass
120557,S04973,3,AI305,Software Engineering,3,86,100,Pass
120558,S04973,4,AI401,Machine Learning,4,61,100,Pass
120559,S04973,4,AI402,Deep Learning Fundamentals,4,84,100,Pass
120560,S04973,4,AI403,Natural Language Processing,3,60,100,Pass
120561,S04973,4,AI404,Big Data Technologies,3,91,100,Pass
120562,S04973,4,AI405,Web Technologies,3,79,100,Pass
120563,S04973,5,AI501,Reinforcement Learning,4,81,100,Pass
120564,S04973,5,AI502,Computer Vision,3,87,100,Pass
120565,S04973,5,AI503,AI Ethics & Fairness,2,75,100,Pass
120566,S04973,5,AI504,Cloud & MLOps,3,61,100,Pass
120567,S04973,5,AI505,Professional Ethics,2,79,100,Pass
120568,S04974,1,EC101,Engineering Maths I,4,79,100,Pass
120569,S04974,1,EC102,Engineering Physics,3,79,100,Pass
120570,S04974,1,EC103,Basic Electrical Engg,3,61,100,Pass
120571,S04974,1,EC104,Engineering Drawing,2,83,100,Pass
120572,S04974,1,EC105,Environmental Science,2,79,100,Pass
120573,S04974,2,EC201,Engineering Maths II,4,65,100,Pass
120574,S04974,2,EC202,Circuit Theory,4,83,100,Pass
120575,S04974,2,EC203,Electronic Devices,3,84,100,Pass
120576,S04974,2,EC204,Professional Communication,2,89,100,Pass
120577,S04974,2,EC205,Constitution of India,2,86,100,Pass
120578,S04974,3,EC301,Signals & Systems,4,91,100,Pass
120579,S04974,3,EC302,Analog Electronics,3,75,100,Pass
120580,S04974,3,EC303,Digital Electronics,3,73,100,Pass
120581,S04974,3,EC304,Electromagnetic Theory,4,84,100,Pass
120582,S04974,3,EC305,Network Analysis,3,46,100,Pass
120583,S04974,4,EC401,Communication Theory,4,79,100,Pass
120584,S04974,4,EC402,Microprocessors & Microcontrollers,4,79,100,Pass
120585,S04974,4,EC403,Digital Signal Processing,4,62,100,Pass
120586,S04974,4,EC404,Linear Integrated Circuits,3,47,100,Pass
120587,S04974,4,EC405,Control Systems,3,49,100,Pass
120588,S04974,5,EC501,VLSI Design,4,53,100,Pass
120589,S04974,5,EC502,Digital Communication,3,61,100,Pass
120590,S04974,5,EC503,Wireless Communication,3,79,100,Pass
120591,S04974,5,EC504,Embedded Systems,3,86,100,Pass
120592,S04974,5,EC505,Professional Ethics,2,90,100,Pass
120593,S04974,6,EC601,RF & Microwave Engg,4,24,100,F
120594,S04974,6,EC602,Antenna Theory,3,36,100,F
120595,S04974,6,EC603,Optical Communication,3,56,100,Pass
120596,S04974,6,EC604,IoT & Sensors,3,93,100,Pass
120597,S04974,6,EC605,Elective I,3,79,100,Pass
120598,S04975,1,AI101,Engineering Maths I,4,84,100,Pass
120599,S04975,1,AI102,Statistics & Probability,3,36,100,F
120600,S04975,1,AI103,Python Programming,3,81,100,Pass
120601,S04975,1,AI104,Engineering Drawing,2,96,100,Pass
120602,S04975,1,AI105,Environmental Science,2,79,100,Pass
120603,S04975,2,AI201,Engineering Maths II,4,41,100,Pass
120604,S04975,2,AI202,Linear Algebra,4,58,100,Pass
120605,S04975,2,AI203,Data Structures,3,60,100,Pass
120606,S04975,2,AI204,Professional Communication,2,78,100,Pass
120607,S04975,2,AI205,Constitution of India,2,78,100,Pass
120608,S04975,3,AI301,DBMS,4,55,100,Pass
120609,S04975,3,AI302,OOP with Python,3,96,100,Pass
120610,S04975,3,AI303,Probability & Random Processes,4,15,100,F
120611,S04975,3,AI304,Computer Vision Basics,3,57,100,Pass
120612,S04975,3,AI305,Software Engineering,3,70,100,Pass
120613,S04975,4,AI401,Machine Learning,4,72,100,Pass
120614,S04975,4,AI402,Deep Learning Fundamentals,4,81,100,Pass
120615,S04975,4,AI403,Natural Language Processing,3,88,100,Pass
120616,S04975,4,AI404,Big Data Technologies,3,79,100,Pass
120617,S04975,4,AI405,Web Technologies,3,78,100,Pass
120618,S04976,1,CS101,Engineering Maths I,4,69,100,Pass
120619,S04976,1,CS102,Engineering Physics,3,68,100,Pass
120620,S04976,1,CS103,C Programming,3,85,100,Pass
120621,S04976,1,CS104,Engineering Drawing,2,88,100,Pass
120622,S04976,1,CS105,Environmental Science,2,93,100,Pass
120623,S04976,2,CS201,Engineering Maths II,4,46,100,Pass
120624,S04976,2,CS202,Data Structures,4,84,100,Pass
120625,S04976,2,CS203,Digital Electronics,3,85,100,Pass
120626,S04976,2,CS204,Professional Communication,2,94,100,Pass
120627,S04976,2,CS205,Constitution of India,2,89,100,Pass
120628,S04976,3,CS301,DBMS,4,69,100,Pass
120629,S04976,3,CS302,OOP with Java,3,57,100,Pass
120630,S04976,3,CS303,Computer Organization,3,62,100,Pass
120631,S04976,3,CS304,Discrete Mathematics,4,28,100,F
120632,S04976,3,CS305,Software Engineering,3,77,100,Pass
120633,S04976,4,CS401,Operating Systems,4,65,100,Pass
120634,S04976,4,CS402,Computer Networks,4,79,100,Pass
120635,S04976,4,CS403,Design & Analysis of Algorithms,4,47,100,Pass
120636,S04976,4,CS404,Microprocessors,3,58,100,Pass
120637,S04976,4,CS405,Web Technologies,3,72,100,Pass
120638,S04977,1,ME101,Engineering Maths I,4,39,100,F
120639,S04977,1,ME102,Engineering Physics,3,79,100,Pass
120640,S04977,1,ME103,Engineering Mechanics,4,62,100,Pass
120641,S04977,1,ME104,Engineering Drawing,2,92,100,Pass
120642,S04977,1,ME105,Environmental Science,2,96,100,Pass
120643,S04977,2,ME201,Engineering Maths II,4,66,100,Pass
120644,S04977,2,ME202,Thermodynamics,4,74,100,Pass
120645,S04977,2,ME203,Material Science,3,94,100,Pass
120646,S04977,2,ME204,Professional Communication,2,88,100,Pass
120647,S04977,2,ME205,Constitution of India,2,79,100,Pass
120648,S04977,3,ME301,Fluid Mechanics,4,79,100,Pass
120649,S04977,3,ME302,Manufacturing Processes,3,74,100,Pass
120650,S04977,3,ME303,Strength of Materials,4,48,100,Pass
120651,S04977,3,ME304,Kinematics of Machinery,3,87,100,Pass
120652,S04977,3,ME305,Metrology & Measurements,3,67,100,Pass
120653,S04977,4,ME401,Heat Transfer,4,15,100,F
120654,S04977,4,ME402,Machine Design I,4,53,100,Pass
120655,S04977,4,ME403,Dynamics of Machinery,3,74,100,Pass
120656,S04977,4,ME404,Applied Thermodynamics,3,73,100,Pass
120657,S04977,4,ME405,Manufacturing Technology,3,61,100,Pass
120658,S04977,5,ME501,Machine Design II,4,94,100,Pass
120659,S04977,5,ME502,Industrial Engineering,3,35,100,F
120660,S04977,5,ME503,Finite Element Analysis,3,34,100,F
120661,S04977,5,ME504,Refrigeration & AC,3,36,100,F
120662,S04977,5,ME505,Professional Ethics,2,94,100,Pass
120663,S04977,6,ME601,CAD/CAM,4,65,100,Pass
120664,S04977,6,ME602,Robotics & Automation,3,58,100,Pass
120665,S04977,6,ME603,Power Plant Engineering,3,59,100,Pass
120666,S04977,6,ME604,Operations Research,3,32,100,F
120667,S04977,6,ME605,Elective I,3,83,100,Pass
120668,S04978,1,CS101,Engineering Maths I,4,83,100,Pass
120669,S04978,1,CS102,Engineering Physics,3,85,100,Pass
120670,S04978,1,CS103,C Programming,3,85,100,Pass
120671,S04978,1,CS104,Engineering Drawing,2,77,100,Pass
120672,S04978,1,CS105,Environmental Science,2,79,100,Pass
120673,S04978,2,CS201,Engineering Maths II,4,79,100,Pass
120674,S04978,2,CS202,Data Structures,4,72,100,Pass
120675,S04978,2,CS203,Digital Electronics,3,91,100,Pass
120676,S04978,2,CS204,Professional Communication,2,91,100,Pass
120677,S04978,2,CS205,Constitution of India,2,90,100,Pass
120678,S04979,1,AI101,Engineering Maths I,4,59,100,Pass
120679,S04979,1,AI102,Statistics & Probability,3,62,100,Pass
120680,S04979,1,AI103,Python Programming,3,86,100,Pass
120681,S04979,1,AI104,Engineering Drawing,2,79,100,Pass
120682,S04979,1,AI105,Environmental Science,2,78,100,Pass
120683,S04979,2,AI201,Engineering Maths II,4,36,100,F
120684,S04979,2,AI202,Linear Algebra,4,32,100,F
120685,S04979,2,AI203,Data Structures,3,91,100,Pass
120686,S04979,2,AI204,Professional Communication,2,79,100,Pass
120687,S04979,2,AI205,Constitution of India,2,89,100,Pass
120688,S04979,3,AI301,DBMS,4,59,100,Pass
120689,S04979,3,AI302,OOP with Python,3,79,100,Pass
120690,S04979,3,AI303,Probability & Random Processes,4,52,100,Pass
120691,S04979,3,AI304,Computer Vision Basics,3,79,100,Pass
120692,S04979,3,AI305,Software Engineering,3,68,100,Pass
120693,S04979,4,AI401,Machine Learning,4,81,100,Pass
120694,S04979,4,AI402,Deep Learning Fundamentals,4,57,100,Pass
120695,S04979,4,AI403,Natural Language Processing,3,56,100,Pass
120696,S04979,4,AI404,Big Data Technologies,3,66,100,Pass
120697,S04979,4,AI405,Web Technologies,3,90,100,Pass
120698,S04979,5,AI501,Reinforcement Learning,4,64,100,Pass
120699,S04979,5,AI502,Computer Vision,3,60,100,Pass
120700,S04979,5,AI503,AI Ethics & Fairness,2,90,100,Pass
120701,S04979,5,AI504,Cloud & MLOps,3,70,100,Pass
120702,S04979,5,AI505,Professional Ethics,2,93,100,Pass
120703,S04980,1,CS101,Engineering Maths I,4,44,100,Pass
120704,S04980,1,CS102,Engineering Physics,3,81,100,Pass
120705,S04980,1,CS103,C Programming,3,51,100,Pass
120706,S04980,1,CS104,Engineering Drawing,2,89,100,Pass
120707,S04980,1,CS105,Environmental Science,2,87,100,Pass
120708,S04980,2,CS201,Engineering Maths II,4,76,100,Pass
120709,S04980,2,CS202,Data Structures,4,65,100,Pass
120710,S04980,2,CS203,Digital Electronics,3,32,100,F
120711,S04980,2,CS204,Professional Communication,2,85,100,Pass
120712,S04980,2,CS205,Constitution of India,2,86,100,Pass
120713,S04980,3,CS301,DBMS,4,68,100,Pass
120714,S04980,3,CS302,OOP with Java,3,70,100,Pass
120715,S04980,3,CS303,Computer Organization,3,62,100,Pass
120716,S04980,3,CS304,Discrete Mathematics,4,47,100,Pass
120717,S04980,3,CS305,Software Engineering,3,83,100,Pass
120718,S04980,4,CS401,Operating Systems,4,78,100,Pass
120719,S04980,4,CS402,Computer Networks,4,51,100,Pass
120720,S04980,4,CS403,Design & Analysis of Algorithms,4,53,100,Pass
120721,S04980,4,CS404,Microprocessors,3,87,100,Pass
120722,S04980,4,CS405,Web Technologies,3,91,100,Pass
120723,S04980,5,CS501,Compiler Design,4,56,100,Pass
120724,S04980,5,CS502,Artificial Intelligence,3,85,100,Pass
120725,S04980,5,CS503,Information Security,3,78,100,Pass
120726,S04980,5,CS504,Cloud Computing,3,96,100,Pass
120727,S04980,5,CS505,Professional Ethics,2,86,100,Pass
120728,S04981,1,ME101,Engineering Maths I,4,80,100,Pass
120729,S04981,1,ME102,Engineering Physics,3,89,100,Pass
120730,S04981,1,ME103,Engineering Mechanics,4,62,100,Pass
120731,S04981,1,ME104,Engineering Drawing,2,90,100,Pass
120732,S04981,1,ME105,Environmental Science,2,95,100,Pass
120733,S04981,2,ME201,Engineering Maths II,4,34,100,F
120734,S04981,2,ME202,Thermodynamics,4,71,100,Pass
120735,S04981,2,ME203,Material Science,3,85,100,Pass
120736,S04981,2,ME204,Professional Communication,2,79,100,Pass
120737,S04981,2,ME205,Constitution of India,2,88,100,Pass
120738,S04981,3,ME301,Fluid Mechanics,4,73,100,Pass
120739,S04981,3,ME302,Manufacturing Processes,3,57,100,Pass
120740,S04981,3,ME303,Strength of Materials,4,34,100,F
120741,S04981,3,ME304,Kinematics of Machinery,3,88,100,Pass
120742,S04981,3,ME305,Metrology & Measurements,3,54,100,Pass
120743,S04981,4,ME401,Heat Transfer,4,80,100,Pass
120744,S04981,4,ME402,Machine Design I,4,67,100,Pass
120745,S04981,4,ME403,Dynamics of Machinery,3,51,100,Pass
120746,S04981,4,ME404,Applied Thermodynamics,3,53,100,Pass
120747,S04981,4,ME405,Manufacturing Technology,3,27,100,F
120748,S04981,5,ME501,Machine Design II,4,77,100,Pass
120749,S04981,5,ME502,Industrial Engineering,3,89,100,Pass
120750,S04981,5,ME503,Finite Element Analysis,3,60,100,Pass
120751,S04981,5,ME504,Refrigeration & AC,3,74,100,Pass
120752,S04981,5,ME505,Professional Ethics,2,89,100,Pass
120753,S04981,6,ME601,CAD/CAM,4,86,100,Pass
120754,S04981,6,ME602,Robotics & Automation,3,80,100,Pass
120755,S04981,6,ME603,Power Plant Engineering,3,76,100,Pass
120756,S04981,6,ME604,Operations Research,3,89,100,Pass
120757,S04981,6,ME605,Elective I,3,75,100,Pass
120758,S04982,1,CS101,Engineering Maths I,4,96,100,Pass
120759,S04982,1,CS102,Engineering Physics,3,90,100,Pass
120760,S04982,1,CS103,C Programming,3,69,100,Pass
120761,S04982,1,CS104,Engineering Drawing,2,96,100,Pass
120762,S04982,1,CS105,Environmental Science,2,79,100,Pass
120763,S04982,2,CS201,Engineering Maths II,4,83,100,Pass
120764,S04982,2,CS202,Data Structures,4,88,100,Pass
120765,S04982,2,CS203,Digital Electronics,3,75,100,Pass
120766,S04982,2,CS204,Professional Communication,2,91,100,Pass
120767,S04982,2,CS205,Constitution of India,2,88,100,Pass
120768,S04982,3,CS301,DBMS,4,82,100,Pass
120769,S04982,3,CS302,OOP with Java,3,92,100,Pass
120770,S04982,3,CS303,Computer Organization,3,62,100,Pass
